Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Project_Name,Start_Date,Cost_Variance,PlannedCost,Updated_Date,Planned_Duration,Project_delay,Start_days_after_2000
021-960419306,378,21,Department of Transportation,FAAXX710: Regulation and Certification Infrastructure for System Safety (RCISS/AVS),711,Complete Deployment 3 and 4 Technology Refreshes,2009-10-01,-0.799702,19.611,999,880.0,213.0,3561
021-130077684,379,21,Department of Transportation,FAAXX711: Data Communications NextGen Support (DataComm),1125,ERAM/TDLS SW/HW Development Segment 1 Phase 1A (Pre-FID 1A),2011-07-01,0.0,17.32905,361,304.0,31.0,4199
021-391613792,380,21,Department of Transportation,FAAXX713: NextGen NAS Voice System (NVS),461,Screening Information Request Prep and Release,2011-07-28,-0.001575,3.1356439999999997,334,156.0,11.0,4226
021-391613792,380,21,Department of Transportation,FAAXX713: NextGen NAS Voice System (NVS),462,Proposal Evaluation,2011-08-01,-0.537813,5.703087,330,396.0,0.0,4230
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2876,Interventions,2011-10-01,0.0,0.8,178,365.0,365.0,4291
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2877,Mobile Applications,2011-10-01,-0.016261,0.15,269,91.0,1735.0,4291
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2882,Inspections,2011-10-01,0.208575,1.14,269,365.0,365.0,4291
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1254,Remedy 7.6 Implementation,2010-06-15,-0.024,0.184,465,107.0,243.0,3818
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1255,Increase DOT COE user base,2010-09-30,-0.004,0.796,693,365.0,1827.0,3925
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1256,Federal Data Center Consolidation Initiative,2011-08-01,0.0,5.0,207,182.0,242.0,4230
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1257,SCCM Upgrade,2011-05-04,0.0,2e-06,203,195.0,77.0,4141
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1258,Email Limits,2010-06-01,0.0,1e-06,479,262.0,17.0,3804
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1259,Rights Management Service,2010-12-13,0.0,0.12,284,60.0,38.0,3999
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1260,Safeboot Upgrade,2010-09-01,0.0,2e-06,387,248.0,13.0,3896
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1261,Storage Upgrade,2011-03-28,0.0,0.13,269,147.0,70.0,4104
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1262,SharePoint 2010 Upgrade,2010-12-07,0.0,0.009104000000000001,322,261.0,249.0,3993
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1263,Remote Access,2011-04-04,0.0,2e-06,204,185.0,0.0,4111
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1264,Exchange 2010,2010-01-01,0.0,0.950001,965,775.0,182.0,3653
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1265,IPv6,2010-11-15,0.0,2e-06,589,683.0,0.0,3971
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1267,Unified Communications,2011-10-01,0.0,0.05,53,45.0,318.0,4291
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1268,Window 7,2011-01-25,-0.133,0.68,518,492.0,245.0,4042
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1269,MicroSoft Office Suite Upgrade,2011-01-10,-1e-06,5.047549,410,380.0,247.0,4027
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),614,Separation Management - Modern Procedures,2010-10-01,-2.25929,12.744734,511,730.0,0.0,3926
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),615,Separation Management - High Altitude,2010-10-01,-0.045369,2.505128,574,730.0,0.0,3926
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),616,Separation Management - Automation Risk Mitigation,2010-10-01,3.6105940000000003,22.186346,481,730.0,0.0,3926
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),617,Trajectory Management - Oceanic Tactical Trajectory Management,2010-10-01,1.58902,7.131407,574,730.0,0.0,3926
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),618,Trajectory Management - Conflict Resolution Advisories,2010-10-01,0.087176,3.0924840000000002,574,730.0,0.0,3926
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),619,Capacity Management - NextGen Distance Measuring Equipment (DME),2010-10-01,0.72827,2.827673,511,364.0,366.0,3926
021-281304187,877,21,Department of Transportation,FAAXX801: NextGen R&D Arrivals/Departures at High Density Airport (HD),620,Trajectory Management - Surface Tactical Flow,2010-10-01,0.663219,15.799774,692,730.0,0.0,3926
021-281304187,877,21,Department of Transportation,FAAXX801: NextGen R&D Arrivals/Departures at High Density Airport (HD),621,Trajectory Management - Surface Conformance Monitoring,2010-10-01,-0.681833,2.5719,511,364.0,366.0,3926
021-281304187,877,21,Department of Transportation,FAAXX801: NextGen R&D Arrivals/Departures at High Density Airport (HD),622,Trajectory Management - Surface Traffic Data Sharing,2010-10-01,0.399,6.959988,543,730.0,0.0,3926
021-281304187,877,21,Department of Transportation,FAAXX801: NextGen R&D Arrivals/Departures at High Density Airport (HD),623,Trajectory Management - Time-Based Flow Management (TBFM) Work Package III,2011-10-01,0.0,1.15,146,365.0,0.0,4291
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),624,Separation Management - Wake Turbulence Mitigation for Departures (WTMD),2010-10-01,1.247574,12.592812,511,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),625,Separation Management - Wake Turbulence Mitigation for Arrivals (WTMA),2010-10-01,0.4095,4.4795,511,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),626,Surface/Tower/Terminal Systems Engineering (TFDM),2010-10-01,2.292799,29.4055,481,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),628,"Separation Management - Approaches, Ground Based Augmentation System",2010-10-01,-2.266134,8.096188,511,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),629,Separation Management - Closely Spaced Parallel Runway Operations (CSPO),2010-10-01,-3.684651,4.600947,481,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),630,"Separation Management - Approaches, NextGen Navigation Initiatives",2010-10-01,2.770184,5.716931,511,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),631,"Separation Management - Approaches, Optimize Navigation Technology",2010-10-01,0.508941,3.11816,481,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),632,Separation Management - Automated Terminal Proximity Alert (ATPA) and Relative Position Indicator (RPI),2010-10-01,2.050023,9.019765,481,730.0,0.0,3926
021-244481932,878,21,Department of Transportation,FAAXX802: NextGen R&D Flexibility in Terminal Environment (FLEX),634,Trajectory Management - Reduced Runway Visual Range (RVR) Minima,2011-10-01,0.0,1.1,146,365.0,0.0,4291
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),635,Flow Control Management - Strategic Flow Management Integration,2010-10-01,0.351979,10.029354,511,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),636,Flow Control Management - Strategic Flow Management Enhancement,2010-10-01,0.587951,11.761813,511,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),637,"Flight and State Data Management - Common Status and Structural Data (Separation, Tactical, Strategic Trajectory Management)",2010-10-01,1.57636,20.295929,511,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),638,Flight and State Data Management - Advanced Methods,2010-10-01,0.6624760000000001,7.691524,511,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),639,Flight and State Data Management - Flight Object,2010-10-01,-2.8804830000000003,15.580001999999999,511,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),640,Flight and State Data Management - Concept Development for Integrated National Airspace Design and Procedure Planning,2010-10-01,0.0054340000000000005,13.24969,574,730.0,0.0,3926
021-191006983,894,21,Department of Transportation,FAAXX803: NextGen R&D Collaborative Air Traffic Management (CATM),641,Joint Network Enabled Operations (NEO),2010-10-01,0.343723,3.384274,511,730.0,0.0,3926
021-256003437,895,21,Department of Transportation,FAAXX806: NextGen R&D Demonstrations and Infrastructure,608,Demonstration and Infrastructure Development - Future Planning,2010-10-01,-5.2870099999999995,20.120384,692,730.0,0.0,3926
021-105731835,896,21,Department of Transportation,DOTXX129: Delphi Version Two (originally part of OSTXX001: Delphi),3269,Plan Phase,2011-09-01,0.117156,3.9525699999999997,357,396.0,0.0,4261
021-105731835,896,21,Department of Transportation,DOTXX129: Delphi Version Two (originally part of OSTXX001: Delphi),3275,Global Phase Activities,2012-03-05,0.0,2.188114,171,1004.0,0.0,4447
021-351011071,897,21,Department of Transportation,FAAXX804: NextGen R&D Reduce Weather Impact (RWI),642,Weather Observation Improvements,2010-10-01,2.883652,10.585474000000001,692,730.0,0.0,3926
021-351011071,897,21,Department of Transportation,FAAXX804: NextGen R&D Reduce Weather Impact (RWI),643,Weather Forecast Improvements (NWP),2010-10-01,-3.450844,27.76489,692,730.0,0.0,3926
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1014,Pre-Release Planning,2009-06-02,0.004,3.767,1149,1308.0,730.0,3440
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1015,Release 6B Corridor Integrated Weather System (CIWS),2010-03-01,-0.465,1.096,757,624.0,0.0,3712
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1016,Release 7,2010-04-09,0.160863,11.91698,809,782.0,0.0,3751
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1017,Release 8,2011-05-15,0.287373,11.585280000000001,466,504.0,76.0,4152
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1018,Release 9,2012-05-02,0.0,2.149,23,166.0,350.0,4505
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1019,TFM Remote Site Re-Engineering (TSR-R) Phase 1,2011-06-01,0.027545999999999998,7.2266,359,487.0,76.0,4169
021-316519385,898,21,Department of Transportation,FAAXX706: NextGen CATMT Workpackage Programs,1020,TFM Remote Site Re-Engineering Phase 2,2012-05-15,0.0,2.56,42,139.0,1170.0,4518
021-435692236,939,21,Department of Transportation,FAAXX505: En Route Automation Modernization D Position Upgrade and System Enhancements,442,Investment Analysis Planning,2011-07-22,0.0,5.0,369,436.0,182.0,4220
021-299431462,940,21,Department of Transportation,FAAXX725: Terminal Automation Modernization and Replacement Phase III (TAMR3),3113,"FID, Segment 1",2010-12-01,0.0,3.1,513,395.0,0.0,3987
021-299431462,940,21,Department of Transportation,FAAXX725: Terminal Automation Modernization and Replacement Phase III (TAMR3),3115,Contract Definitization,2011-10-01,0.0,1.2,298,243.0,42.0,4291
021-299431462,940,21,Department of Transportation,FAAXX725: Terminal Automation Modernization and Replacement Phase III (TAMR3),3121,"FID, Segment 2",2012-01-01,0.0,5.0,177,212.0,31.0,4383
021-097274776,941,21,Department of Transportation,FAAXX778: Next Generation Air/Ground Communications (NEXCOM) Segment 2,427,NEXCOM Segment 2 JRC Final Investment Decision,2011-07-01,-0.007,2.5,419,91.0,203.0,4199
021-097274776,941,21,Department of Transportation,FAAXX778: Next Generation Air/Ground Communications (NEXCOM) Segment 2,428,NEXCOM Segment 2 FY11 Q4 Activities after Authorization to Proceed,2011-07-01,-0.108,3.0,390,91.0,0.0,4199
021-233935436,943,21,Department of Transportation,FAAXX255: Alaskan Satellite Telecommunication Infrastructure (ASTI),860,Antenna/Radome Project,2010-09-13,0.10573199999999999,4.331174,681,778.0,0.0,3908
021-233935436,943,21,Department of Transportation,FAAXX255: Alaskan Satellite Telecommunication Infrastructure (ASTI),864,ASTI Site Surveys and SSIPs,2012-02-09,0.0,0.27712600000000004,106,191.0,940.0,4422
021-430297065,1076,21,Department of Transportation,NHTSA306: Modernization and Consolidation of EDS and FARS (ModCon),3235,CDAN Iteration 1,2012-06-15,0.0,0.36,39,319.0,335.0,4549
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1127,OST ICAM,2010-10-01,0.0,1.45584,392,1095.0,365.0,3926
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1130,FRA ICAM,2011-02-01,0.0008,0.02,267,211.0,396.0,4049
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1134,FHWA ICAM,2011-05-27,0.0,0.053,154,126.0,731.0,4164
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1135,MARAD ICAM,2011-05-09,0.162,0.35754,172,175.0,61.0,4146
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1136,SLSDC HSPD-12 Implementation,2011-10-01,0.0,0.224,146,365.0,0.0,4291
015-000000034,500,15,Department of the Treasury,Automated Standard Application for Payments (ASAP),1142,Automated Standard Application for Payments (ASAP),1998-10-01,-0.463,10.832,5023,5205.0,3195.0,-457
015-000000040,501,15,Department of the Treasury,BSA IT Modernization,538,Bank Secrecy Act (BSA) IT Modernization,2010-05-03,6.3725,41.737,851,1064.0,29.0,3775
015-000000066,503,15,Department of the Treasury,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",3239,LACS PIV Enabled Access,2011-10-01,0.0,16.636132,298,365.0,1095.0,4291
015-000000051,506,15,Department of the Treasury,Customer Account Data Engine 2 (CADE 2).,719,Transition State 1,2009-10-01,-0.8,152.79,973,1095.0,0.0,3561
015-000000051,506,15,Department of the Treasury,Customer Account Data Engine 2 (CADE 2).,2743,PMO/E&A,2011-10-01,0.0,19.66,180,457.0,0.0,4291
015-000000050,508,15,Department of the Treasury,Debit Gateway,721,"Adjustments, corrections, and reversals (ACR) components, and Transit Account Reporting",2011-08-29,-0.184,2.48,368,245.0,61.0,4258
015-000000036,509,15,Department of the Treasury,Deposit and Data Management (DDM),677,TRS Data Warehouse/Data Marts,2009-10-01,-4.113,5.117,827,729.0,0.0,3561
015-000000036,509,15,Department of the Treasury,Deposit and Data Management (DDM),2733,TRS Trading Partners Integration (Phase III),2009-10-01,-2.926,3.06,838,729.0,0.0,3561
015-000000036,509,15,Department of the Treasury,Deposit and Data Management (DDM),3255,TRS FY2012 Implementations,2009-02-01,0.0,9.707,1276,1337.0,0.0,3319
015-000000012,512,15,Department of the Treasury,e-Services (e-SVS),2748,Re-engineering MS/5 exit,2011-10-17,-0.188,0.2,135,74.0,33.0,4307
